s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
8.857639615715078207e+01,-2.602762880822710301e+01,-1.235580876075178480e+02,-1.305886630748837929e+00,1.153863837555015205e-04,9.864034783317082500e+00,3.348813191046359883e+00
8.877634287533847157e+01,-2.583465416354881228e+01,-1.235057340021771921e+02,-1.305863954680326344e+00,1.114250982021130110e-04,9.931684178488364267e+00,3.321958209467214207e+00
8.897628959352617528e+01,-2.564168709094468568e+01,-1.234533778355530416e+02,-1.305842073127634784e+00,1.074459594027330519e-04,9.998338857286011461e+00,3.295318584790439598e+00
8.917623631171387899e+01,-2.544871870301682293e+01,-1.234010168613423701e+02,-1.305820989869756144e+00,1.034427013498887590e-04,1.006402286255048928e+01,3.268892590014582211e+00
8.937618302990156849e+01,-2.525574777308936447e+01,-1.233486509123317632e+02,-1.305800708684939027e+00,9.941442554651911843e-05,1.012875929563448452e+01,3.242678511987225232e+00
8.957612974808927220e+01,-2.506278390187822680e+01,-1.232962827607032068e+02,-1.305781235243036020e+00,9.536906878321190189e-05,1.019257036875984213e+01,3.216674651294392451e+00
8.977607646627697591e+01,-2.486981837473839363e+01,-1.232439102091569794e+02,-1.305762573237696511e+00,9.130033779595961697e-05,1.025547745364051444e+01,3.190879322149787978e+00
8.997602318446466541e+01,-2.467685075024217412e+01,-1.231915333062666775e+02,-1.305744726366668385e+00,8.720793941180517486e-05,1.031750112669354813e+01,3.165290852286320789e+00
9.017596990265236911e+01,-2.448388967379571213e+01,-1.231391545681670578e+02,-1.305727699898330485e+00,8.309924206002471917e-05,1.037866121112790552e+01,3.139907582846855227e+00
9.037591662084007282e+01,-2.429092667663013927e+01,-1.230867718663870818e+02,-1.305711497433834634e+00,7.896803590660980503e-05,1.043897681617201378e+01,3.114727868277170852e+00
9.057586333902776232e+01,-2.409796194541067393e+01,-1.230343854225974098e+02,-1.305696122550611626e+00,7.481449147681885643e-05,1.049846637367555680e+01,3.089750076219274888e+00
9.077581005721546603e+01,-2.390500325408826043e+01,-1.229819975193450290e+02,-1.305681580137184161e+00,7.064543771131581338e-05,1.055714767229846096e+01,3.064972587405459858e+00
9.097575677540316974e+01,-2.371204244388329485e+01,-1.229296061143695340e+02,-1.305667873706603865e+00,6.645477122700434885e-05,1.061503788947975480e+01,3.040393795552990053e+00
9.117570349359087345e+01,-2.351908019099743896e+01,-1.228772115647563936e+02,-1.305655006694995013e+00,6.224299910036390135e-05,1.067215362136101220e+01,3.016012107260767294e+00
9.137565021177856295e+01,-2.332612347221552440e+01,-1.228248159393632335e+02,-1.305642983644168531e+00,5.801650486809726773e-05,1.072851091082314667e+01,2.991825941905418507e+00
9.157559692996626666e+01,-2.313316449449764534e+01,-1.227724172972567231e+02,-1.305631807971308289e+00,5.376937173746241985e-05,1.078412527378075580e+01,2.967833731538875863e+00
9.177554364815397037e+01,-2.294020430227836016e+01,-1.227200160979083989e+02,-1.305621482944252509e+00,4.950238017669014533e-05,1.083901172386545575e+01,2.944033920786912173e+00
9.197549036634165986e+01,-2.274724914058019465e+01,-1.226676142139983341e+02,-1.305612012770451802e+00,4.522143147224826304e-05,1.089318479561794817e+01,2.920424966748362827e+00
9.217543708452936357e+01,-2.255429163015059402e+01,-1.226152098189408548e+02,-1.305603400791884416e+00,4.092070893912149306e-05,1.094665856629827871e+01,2.897005338894862891e+00
9.237538380271706728e+01,-2.236133307828337990e+01,-1.225628034458711682e+02,-1.305595650093916760e+00,3.660148131057761327e-05,1.099944667641423024e+01,2.873773518971646013e+00
9.257533052090475678e+01,-2.216837905541828846e+01,-1.225103967865967292e+02,-1.305588764542017888e+00,3.226910397725573900e-05,1.105156234905935264e+01,2.850728000899475312e+00
9.277527723909246049e+01,-2.197542263708043464e+01,-1.224579881399763082e+02,-1.305582747403434718e+00,2.791779485524955226e-05,1.110301840814458352e+01,2.827867290676476131e+00
9.297522395728016420e+01,-2.178246530268833681e+01,-1.224055780880414375e+02,-1.305577601582563751e+00,2.354919864059430026e-05,1.115382729560036346e+01,2.805189906281807311e+00
9.317517067546785370e+01,-2.158951199770018547e+01,-1.223531681549995369e+02,-1.305573330638637009e+00,1.916828095654458277e-05,1.120400108761992009e+01,2.782694377579160161e+00
9.337511739365555741e+01,-2.139655628698173828e+01,-1.223007567745012238e+02,-1.305569937723553231e+00,1.476948459368922406e-05,1.125355151000878173e+01,2.760379246221510652e+00
9.357506411184326112e+01,-2.120359974471661602e+01,-1.222483445563262165e+02,-1.305567425545081317e+00,1.035451911777042678e-05,1.130248995270032530e+01,2.738243065556979605e+00
9.377501083003095061e+01,-2.101064673403877947e+01,-1.221959328684815773e+02,-1.305565797386469828e+00,5.928025597461925428e-06,1.135082748349249293e+01,2.716284400534548116e+00
9.397495754821865432e+01,-2.081769133790997728e+01,-1.221435202871673198e+02,-1.305565056279593517e+00,1.484697190899655211e-06,1.139857486105658424e+01,2.694501827611401001e+00
9.417490426640635803e+01,-2.062473516005563212e+01,-1.220911074320579957e+02,-1.305565204732693108e+00,-2.973680763370766013e-06,1.144574254726509466e+01,2.672893934660237392e+00
9.437485098459404753e+01,-2.043178201761593371e+01,-1.220386955246602554e+02,-1.305566245763176925e+00,-7.442794132119731089e-06,1.149234071888197661e+01,2.651459320878227999e+00
9.457479770278175124e+01,-2.023882653520004027e+01,-1.219862832900555532e+02,-1.305568182277779155e+00,-1.192772490039363597e-05,1.153837927865557056e+01,2.630196596695670408e+00
9.477474442096945495e+01,-2.004587029177884716e+01,-1.219338713429267926e+02,-1.305571016585883815e+00,-1.642657855429410457e-05,1.158386786585136186e+01,2.609104383686496220e+00
9.497469113915715866e+01,-1.985291658910804458e+01,-1.218814607664413217e+02,-1.305574751446634707e+00,-2.093532632512204030e-05,1.162881586625905328e+01,2.588181314478183559e+00
9.517463785734484816e+01,-1.965996061238480763e+01,-1.218290504396260161e+02,-1.305579389604877072e+00,-2.545872461458837324e-05,1.167323242170597730e+01,2.567426032663754576e+00
9.537458457553255187e+01,-1.946700387127255638e+01,-1.217766409599257429e+02,-1.305584933172958095e+00,-2.999509427188916716e-05,1.171712643910652396e+01,2.546837192713755638e+00
9.557453129372025558e+01,-1.927404917762416403e+01,-1.217242332789485033e+02,-1.305591384696861201e+00,-3.454061306176431590e-05,1.176050659907523332e+01,2.526413459888526170e+00
9.577447801190794507e+01,-1.908109229213334146e+01,-1.216718264336265776e+02,-1.305598746767448581e+00,-3.909972600021964463e-05,1.180338136412918004e+01,2.506153510152332231e+00
9.597442473009564878e+01,-1.888813461917901293e+01,-1.216194209942655675e+02,-1.305607021287783498e+00,-4.367052372694453705e-05,1.184575898650361125e+01,2.486056030086892576e+00
9.617437144828335249e+01,-1.869517850164747941e+01,-1.215670177864676447e+02,-1.305616210534555677e+00,-4.824963786877688019e-05,1.188764751560309030e+01,2.466119716806905782e+00
9.637431816647104199e+01,-1.850222028717978517e+01,-1.215146160080635553e+02,-1.305626316961980171e+00,-5.284150255665855122e-05,1.192905480510888516e+01,2.446343277875075994e+00
9.657426488465874570e+01,-1.830926124633389307e+01,-1.214622161943363068e+02,-1.305637342299971859e+00,-5.744398047273834376e-05,1.196998851976202438e+01,2.426725431218622386e+00
9.677421160284644941e+01,-1.811630326998659868e+01,-1.214098190493786547e+02,-1.305649288605630565e+00,-6.205388962065133934e-05,1.201045614184008592e+01,2.407264905045551018e+00
9.697415832103413891e+01,-1.792334330127308561e+01,-1.213574239341199501e+02,-1.305662158095605596e+00,-6.667517587733578794e-05,1.205046497734460154e+01,2.387960437763201327e+00
9.717410503922184262e+01,-1.773038245471508034e+01,-1.213050313426484195e+02,-1.305675952317618682e+00,-7.130640474028082567e-05,1.209002216191494128e+01,2.368810777895892006e+00
9.737405175740954633e+01,-1.753742218272348552e+01,-1.212526418611192014e+02,-1.305690673199364715e+00,-7.594432136239974787e-05,1.212913466648343785e+01,2.349814684003502130e+00
9.757399847559725004e+01,-1.734446003012321214e+01,-1.212002550151078424e+02,-1.305706322692614219e+00,-8.059214036572005444e-05,1.216780930268558514e+01,2.330970924601805550e+00
9.777394519378493953e+01,-1.715149693839756040e+01,-1.211478712527717363e+02,-1.305722902146143616e+00,-8.524903201110826522e-05,1.220605272803833330e+01,2.312278278081822958e+00
9.797389191197264324e+01,-1.695853393217165461e+01,-1.210954910451282416e+02,-1.305740413330711114e+00,-8.991189599247095918e-05,1.224387145089862194e+01,2.293735532631003604e+00
9.817383863016034695e+01,-1.676556916234959971e+01,-1.210431140834309218e+02,-1.305758857988319477e+00,-9.458363336855299744e-05,1.228127183521358745e+01,2.275341486154840442e+00
9.837378534834803645e+01,-1.657260338450387493e+01,-1.209907407663058905e+02,-1.305778237275196929e+00,-9.926307345739472307e-05,1.231826010507313818e+01,2.257094946198486607e+00
9.857373206653574016e+01,-1.637963720383192978e+01,-1.209383714518123583e+02,-1.305798552716467054e+00,-1.039476635358463846e-04,1.235484234907501033e+01,2.238994729869801859e+00
9.877367878472344387e+01,-1.618666938043415371e+01,-1.208860059975447001e+02,-1.305819805892747265e+00,-1.086405332970213743e-04,1.239102452451173875e+01,2.221039663762329308e+00
9.897362550291113337e+01,-1.599370047416351603e+01,-1.208336447498307962e+02,-1.305841997814070288e+00,-1.133398102652832204e-04,1.242681246138845452e+01,2.203228583879928593e+00
9.917357222109883708e+01,-1.580073067735698089e+01,-1.207812879554899297e+02,-1.305865129782532996e+00,-1.180433066269683852e-04,1.246221186627990107e+01,2.185560335560607914e+00
9.937351893928654079e+01,-1.560775936167879152e+01,-1.207289356389120201e+02,-1.305889203110857100e+00,-1.227539443172809145e-04,1.249722832603456446e+01,2.168033773401666142e+00
9.957346565747423028e+01,-1.541478688346511206e+01,-1.206765880918938763e+02,-1.305914218652573844e+00,-1.274700753561156322e-04,1.253186731133330412e+01,2.150647761185784823e+00
9.977341237566193399e+01,-1.522181302750318821e+01,-1.206242454513901379e+02,-1.305940177575239058e+00,-1.321896740274446482e-04,1.256613418010956273e+01,2.133401171807700170e+00
9.997335909384963770e+01,-1.502883777916345132e+01,-1.205719079089659118e+02,-1.305967080921835111e+00,-1.369153424031873594e-04,1.260003418083773852e+01,2.116292887200380335e+00
1.001733058120373272e+02,-1.483586128442504481e+01,-1.205195756999422230e+02,-1.305994929386905978e+00,-1.416453810775480742e-04,1.263357245569592280e+01,2.099321798262356875e+00
1.003732525302250309e+02,-1.464288292509830214e+01,-1.204672488525975496e+02,-1.306023723971839523e+00,-1.463780467231578272e-04,1.266675404360894674e+01,2.082486804787028412e+00
1.005731992484127346e+02,-1.444990330269671652e+01,-1.204149277261047359e+02,-1.306053465430657923e+00,-1.511157202725350889e-04,1.269958388317728826e+01,2.065786815390507236e+00
1.007731459666004241e+02,-1.425692234593360830e+01,-1.203626124973425817e+02,-1.306084154315733326e+00,-1.558567679363640282e-04,1.273206681549707575e+01,2.049220747440836821e+00
1.009730926847881278e+02,-1.406393903799445688e+01,-1.203103030870527874e+02,-1.306115791498679402e+00,-1.605996413549926993e-04,1.276420758687618928e+01,2.032787526987930526e+00
1.011730394029758315e+02,-1.387095459977592782e+01,-1.202580000226555796e+02,-1.306148377417968298e+00,-1.653464013704242003e-04,1.279601085145116457e+01,2.016486088694088519e+00
1.013729861211635352e+02,-1.367796873471873553e+01,-1.202057034203357375e+02,-1.306181912487496266e+00,-1.700955502506823838e-04,1.282748117370931951e+01,2.000315375764668779e+00
1.015729328393512247e+02,-1.348498003202778328e+01,-1.201534130945266270e+02,-1.306216397461767098e+00,-1.748457120755484524e-04,1.285862303092038417e+01,1.984274339879942506e+00
1.017728795575389285e+02,-1.329199033653802431e+01,-1.201011297418712331e+02,-1.306251832434126126e+00,-1.795985729629848886e-04,1.288944081548157072e+01,1.968361941126938186e+00
1.019728262757266322e+02,-1.309899911629562652e+01,-1.200488534150414068e+02,-1.306288217687985531e+00,-1.843529069553928536e-04,1.291993883717992020e+01,1.952577147931767731e+00
1.021727729939143217e+02,-1.290600457197079010e+01,-1.199965838236168594e+02,-1.306325553885184343e+00,-1.891074599292458561e-04,1.295012132537547167e+01,1.936918936993109464e+00
1.023727197121020254e+02,-1.271300917871307590e+01,-1.199443218349140494e+02,-1.306363840747392757e+00,-1.938634747523904599e-04,1.297999243110870538e+01,1.921386293215699759e+00
1.025726664302897291e+02,-1.252001215592174788e+01,-1.198920674344371236e+02,-1.306403078443229226e+00,-1.986201931487681577e-04,1.300955622913548559e+01,1.905978209644902499e+00
1.027726131484774186e+02,-1.232701132248526932e+01,-1.198398202287341263e+02,-1.306443267580748691e+00,-2.033763420500576697e-04,1.303881671989254798e+01,1.890693687400789580e+00
1.029725598666651223e+02,-1.213400979257055567e+01,-1.197875812578592303e+02,-1.306484407450754226e+00,-2.081324616536828437e-04,1.306777783139648363e+01,1.875531735613623852e+00
1.031725065848528260e+02,-1.194100651953862524e+01,-1.197353504353810507e+02,-1.306526498092010158e+00,-2.128884351985097965e-04,1.309644342107898574e+01,1.860491371359890289e+00
1.033724533030405155e+02,-1.174799894906233000e+01,-1.196831272671242772e+02,-1.306569540054654421e+00,-2.176431735901550844e-04,1.312481727756096994e+01,1.845571619598396440e+00
1.035724000212282192e+02,-1.155499084586433334e+01,-1.196309129686863031e+02,-1.306613532283248835e+00,-2.223970487076897288e-04,1.315290312236811943e+01,1.830771513106963955e+00
1.037723467394159229e+02,-1.136198087473215601e+01,-1.195787073755782188e+02,-1.306658474709680107e+00,-2.271493031296791844e-04,1.318070461159021534e+01,1.816090092419851310e+00
1.039722934576036266e+02,-1.116896611896688363e+01,-1.195265098958408316e+02,-1.306704367706195136e+00,-2.318994483526900000e-04,1.320822533748651217e+01,1.801526405765675465e+00
1.041722401757913161e+02,-1.097595100874663032e+01,-1.194743219242979535e+02,-1.306751209891176879e+00,-2.366482159538440828e-04,1.323546883003935548e+01,1.787079509005223832e+00
1.043721868939790198e+02,-1.078293389172323202e+01,-1.194221432106503187e+02,-1.306799001119738790e+00,-2.413937159967897007e-04,1.326243855845807396e+01,1.772748465570631149e+00
1.045721336121667235e+02,-1.058991150212902177e+01,-1.193699730687612259e+02,-1.306847741563482934e+00,-2.461365780608205001e-04,1.328913793263512488e+01,1.758532346405028868e+00
1.047720803303544130e+02,-1.039688895452901107e+01,-1.193178130774562220e+02,-1.306897429794787957e+00,-2.508794808249886245e-04,1.331557030455635271e+01,1.744430229901413387e+00
1.049720270485421167e+02,-1.020386424474024167e+01,-1.192656628912905035e+02,-1.306948065224608824e+00,-2.556094933565366254e-04,1.334173896966716022e+01,1.730441201843457621e+00
1.051719737667298205e+02,-1.001083377196003532e+01,-1.192135217335460027e+02,-1.306999646304976892e+00,-2.603410251263194616e-04,1.336764716819628340e+01,1.716564355346566151e+00
1.053719204849175100e+02,-9.817803359701340327e+00,-1.191613913734302059e+02,-1.307052177440554797e+00,-2.651120853253540605e-04,1.339329808643879893e+01,1.702798790798050632e+00
1.055718672031052137e+02,-9.624770612808644543e+00,-1.191092713607610847e+02,-1.307105652596696421e+00,-2.697407063398423312e-04,1.341869485799991146e+01,1.689143615799859166e+00
1.057718139212929174e+02,-9.431731610524607845e+00,-1.190571608292673318e+02,-1.307160045257523384e+00,-2.744369690591665426e-04,1.344384056500102353e+01,1.675597945110316678e+00
1.059717606394806069e+02,-9.238692914400440159e+00,-1.190050617476966579e+02,-1.307215450267964929e+00,-2.797630480708614034e-04,1.346873823924946478e+01,1.662160900586458379e+00
1.061717073576683106e+02,-9.045651486521904872e+00,-1.189529735040931655e+02,-1.307271719326120518e+00,-2.821187517944820670e-04,1.349339086337326421e+01,1.648831611127683283e+00
1.063716540758560143e+02,-8.852603497956687661e+00,-1.189008951714030076e+02,-1.307328214597130778e+00,-2.826252944991078787e-04,1.351780137192226050e+01,1.635609212618748032e+00
1.065716007940437038e+02,-8.659555988378340174e+00,-1.188488286612346485e+02,-1.307384571778582583e+00,-2.811002284933070681e-04,1.354197265243674586e+01,1.622492847874186461e+00
1.067715475122314075e+02,-8.466505548692422778e+00,-1.187967730014709389e+02,-1.307440650402175830e+00,-2.799668194556877501e-04,1.356590754648488684e+01,1.609481666582035508e+00
1.069714942304191112e+02,-8.273448952134023315e+00,-1.187447272743096960e+02,-1.307496534949606826e+00,-2.789979680800872431e-04,1.358960885066999680e+01,1.596574825249858387e+00
1.071714409486068007e+02,-8.080392693266986726e+00,-1.186926931896872048e+02,-1.307552208719773290e+00,-2.778914584168313499e-04,1.361307931760878098e+01,1.583771487148906365e+00
1.073713876667945044e+02,-7.887333431462804967e+00,-1.186406698018544432e+02,-1.307607663081003846e+00,-2.768107865271247350e-04,1.363632165688156839e+01,1.571070822260615341e+00
1.075713343849822081e+02,-7.694268285542281482e+00,-1.185886562898934926e+02,-1.307662904361808209e+00,-2.757409706705770238e-04,1.365933853595554659e+01,1.558472007222533984e+00
1.077712811031699118e+02,-7.501203376821186097e+00,-1.185366542585523746e+02,-1.307717929182720784e+00,-2.746571339672594148e-04,1.368213258108191610e+01,1.545974225274745706e+00
1.079712278213576013e+02,-7.308135399092289930e+00,-1.184846627722447323e+02,-1.307772737419477416e+00,-2.735730991991483442e-04,1.370470637816791104e+01,1.533576666207236316e+00
1.081711745395453050e+02,-7.115061817080987616e+00,-1.184326811036294345e+02,-1.307827329678037831e+00,-2.724886532336679877e-04,1.372706247362453524e+01,1.521278526307636492e+00
1.083711212577330087e+02,-6.921988358818781606e+00,-1.183807107499286531e+02,-1.307881703652709948e+00,-2.713991565199494753e-04,1.374920337519087710e+01,1.509079008308296777e+00
1.085710679759206982e+02,-6.728911773579588029e+00,-1.183287507908171534e+02,-1.307935859848321947e+00,-2.703081158611738192e-04,1.377113155273576695e+01,1.496977321335126065e+00
1.087710146941084020e+02,-6.535829866775578090e+00,-1.182768005907809368e+02,-1.307989798469287424e+00,-2.692162292904751349e-04,1.379284943903758176e+01,1.484972680856431637e+00
1.089709614122961057e+02,-6.342747958178861722e+00,-1.182248615358909234e+02,-1.308043517546945367e+00,-2.681207486558658177e-04,1.381435943054293780e+01,1.473064308631636177e+00
1.091709081304837952e+02,-6.149662876524772059e+00,-1.181729327275337056e+02,-1.308097017670972972e+00,-2.670237194819555888e-04,1.383566388810494630e+01,1.461251432661559990e+00
1.093708548486714989e+02,-5.956572756858588669e+00,-1.181210136189640991e+02,-1.308150298939794620e+00,-2.659259479151907034e-04,1.385676513770175511e+01,1.449533287137191762e+00
1.095708015668592026e+02,-5.763482495777788372e+00,-1.180691054813061101e+02,-1.308203359637423846e+00,-2.648253344410608908e-04,1.387766547113600701e+01,1.437909112391152044e+00
1.097707482850468921e+02,-5.570389030259717877e+00,-1.180172074453998192e+02,-1.308256200390054858e+00,-2.637234419451669814e-04,1.389836714671583984e+01,1.426378154848071622e+00
1.099706950032345958e+02,-5.377290810746520044e+00,-1.179653190493701089e+02,-1.308308821257899934e+00,-2.626210443566109323e-04,1.391887238991805553e+01,1.414939666975493227e+00
1.101706417214222995e+02,-5.184192293724026790e+00,-1.179134414450519301e+02,-1.308361220778798684e+00,-2.615165400273698759e-04,1.393918339403402307e+01,1.403592907235739151e+00
1.103705884396100032e+02,-4.991090558000468747e+00,-1.178615738017702483e+02,-1.308413399609406946e+00,-2.604110772725207906e-04,1.395930232079886224e+01,1.392337140037492871e+00
1.105705351577976927e+02,-4.797984352616990300e+00,-1.178097157379498299e+02,-1.308465357791229078e+00,-2.593053573006773110e-04,1.397923130100447331e+01,1.381171635688785093e+00
1.107704818759853964e+02,-4.604877674950111022e+00,-1.177578682812486903e+02,-1.308517094104807654e+00,-2.581981872379629918e-04,1.399897243509690625e+01,1.370095670348923766e+00
1.109704285941731001e+02,-4.411767783561818312e+00,-1.177060306496545081e+02,-1.308568609212065637e+00,-2.570902235500381475e-04,1.401852779375858304e+01,1.359108525981715276e+00
1.111703753123607896e+02,-4.218653707047613999e+00,-1.176542025367202626e+02,-1.308619903108146909e+00,-2.559821754423259534e-04,1.403789941847582234e+01,1.348209490309305369e+00
1.113703220305484933e+02,-4.025538962858200343e+00,-1.176023848405463212e+02,-1.308670974835897338e+00,-2.548735079569891039e-04,1.405708932209216400e+01,1.337397856765778492e+00
1.115702687487361970e+02,-3.832421031030811331e+00,-1.175505768389597563e+02,-1.308721825085733315e+00,-2.537644877085820888e-04,1.407609948934791788e+01,1.326672924451466340e+00
1.117702154669238865e+02,-3.639299198693489501e+00,-1.174987782949654473e+02,-1.308772453880269859e+00,-2.526556516351814285e-04,1.409493187740635456e+01,1.316033998087022372e+00
1.119701621851115902e+02,-3.446176480994588509e+00,-1.174469899713329539e+02,-1.308822860458278559e+00,-2.515464961237984633e-04,1.411358841636696049e+01,1.305480387969083722e+00
1.121701089032992940e+02,-3.253050624428214910e+00,-1.173952112177565539e+02,-1.308873045476394825e+00,-2.504373392417299777e-04,1.413207100976616637e+01,1.295011409924983425e+00
1.123700556214869835e+02,-3.059921151934822170e+00,-1.173434418605525593e+02,-1.308923008974519853e+00,-2.493286441800472448e-04,1.415038153506588614e+01,1.284626385268765825e+00
1.125700023396746872e+02,-2.866790552701855344e+00,-1.172916825210310776e+02,-1.308972750452276124e+00,-2.482204283462500767e-04,1.416852184413028937e+01,1.274324640756776317e+00
1.127699490578623909e+02,-2.673656887380762903e+00,-1.172399326335020930e+02,-1.309022270571596813e+00,-2.471126425616348835e-04,1.418649376369112858e+01,1.264105508544487666e+00
1.129698957760500804e+02,-2.480519890563699814e+00,-1.171881920811032245e+02,-1.309071569419462566e+00,-2.460055703198821817e-04,1.420429909580195371e+01,1.253968326142959278e+00
1.131698424942377841e+02,-2.287381500794750444e+00,-1.171364613373060592e+02,-1.309120646656334319e+00,-2.448989881632428678e-04,1.422193961828158670e+01,1.243912436376063635e+00
1.133697892124254878e+02,-2.094240142776433444e+00,-1.170847399343283826e+02,-1.309169502887213010e+00,-2.437935952288546916e-04,1.423941708514712801e+01,1.233937187337291297e+00
1.135697359306131773e+02,-1.901095737429542520e+00,-1.170330278053205149e+02,-1.309218138341202264e+00,-2.426894373086049708e-04,1.425673322703681833e+01,1.224041932348434614e+00
1.137696826488008810e+02,-1.707949647219007883e+00,-1.169813252693401466e+02,-1.309266552876282796e+00,-2.415859677078628154e-04,1.427388975162306650e+01,1.214226029916600114e+00
1.139696293669885847e+02,-1.514800712441387365e+00,-1.169296319702504974e+02,-1.309314747024354020e+00,-2.404840721670431036e-04,1.429088834401591157e+01,1.204488843693836353e+00
1.141695760851762884e+02,-1.321649014120731547e+00,-1.168779478841821060e+02,-1.309362721075501668e+00,-2.393837413735894128e-04,1.430773066715719288e+01,1.194829742434971864e+00
1.143695228033639779e+02,-1.128495312720452226e+00,-1.168262731690688838e+02,-1.309410475148292896e+00,-2.382848775203036927e-04,1.432441836220571574e+01,1.185248099956698109e+00
1.145694695215516816e+02,-9.353389168012410382e-01,-1.167746075944355511e+02,-1.309458009729552286e+00,-2.371877026550237423e-04,1.434095304891363654e+01,1.175743295097260388e+00
1.147694162397393853e+02,-7.421800406269926098e-01,-1.167229511722077859e+02,-1.309505325111040674e+00,-2.360922250009304328e-04,1.435733632599435694e+01,1.166314711676788018e+00
1.149693629579270748e+02,-5.490188165103274676e-01,-1.166713038924346790e+02,-1.309552421665444832e+00,-2.349990222620737805e-04,1.437356977148212600e+01,1.156961738455881239e+00
1.151693096761147785e+02,-3.558550745500106971e-01,-1.166196656644447671e+02,-1.309599299842153508e+00,-2.339078633042347352e-04,1.438965494308361492e+01,1.147683769097382900e+00
1.153692563943024822e+02,-1.626891350123976510e-01,-1.165680365286894613e+02,-1.309645960007597365e+00,-2.328186973259906850e-04,1.440559337852166877e+01,1.138480202126179508e+00
1.155692031124901717e+02,3.047952405897384406e-02,-1.165164163006034670e+02,-1.309692402756943208e+00,-2.317322907638725974e-04,1.442138659587145710e+01,1.129350440890789065e+00
1.157691498306778755e+02,2.236504976773020514e-01,-1.164648050434656170e+02,-1.309738628461447618e+00,-2.306482516414912187e-04,1.443703609388924392e+01,1.120293893524210160e+00
1.159690965488655792e+02,4.168233869211669385e-01,-1.164132028189597179e+02,-1.309784637564951115e+00,-2.295664943479806049e-04,1.445254335233396148e+01,1.111309972905978993e+00
1.161690432670532687e+02,6.099993938362902046e-01,-1.163616092612516582e+02,-1.309830430895275732e+00,-2.284880779212070286e-04,1.446790983228179428e+01,1.102398096623633528e+00
1.163689899852409724e+02,8.031774856407493113e-01,-1.163100246015781778e+02,-1.309876008744277120e+00,-2.274123112891687554e-04,1.448313697643396303e+01,1.093557686935622941e+00
1.165689367034286761e+02,9.963572119577951414e-01,-1.162584489156164835e+02,-1.309921371632438714e+00,-2.263391023488365889e-04,1.449822620941790063e+01,1.084788170732921220e+00
1.167688834216163798e+02,1.189540480189859917e+00,-1.162068816497669985e+02,-1.309966520650280408e+00,-2.252701067304626193e-04,1.451317893808196402e+01,1.076088979502989984e+00
1.169688301398040693e+02,1.382725577814915896e+00,-1.161553232169638648e+02,-1.310011456022813547e+00,-2.242038887036431141e-04,1.452799655178390736e+01,1.067459549291938981e+00
1.171687768579917730e+02,1.575912029795067060e+00,-1.161037736997645879e+02,-1.310056178313367958e+00,-2.231403654997321593e-04,1.454268042267322691e+01,1.058899320668318378e+00
1.173687235761794767e+02,1.769102473345661286e+00,-1.160522323505271203e+02,-1.310100688839127780e+00,-2.220816761724661397e-04,1.455723190596759054e+01,1.050407738687487047e+00
1.175686702943671662e+02,1.962294465728835258e+00,-1.160006997771938018e+02,-1.310144987745357037e+00,-2.210262256305238482e-04,1.457165234022346034e+01,1.041984252854113002e+00
1.177686170125548699e+02,2.155487533375331832e+00,-1.159491760622759671e+02,-1.310189075742068887e+00,-2.199739082206951730e-04,1.458594304760109495e+01,1.033628317088209236e+00
1.179685637307425736e+02,2.348685066707604463e+00,-1.158976602581154509e+02,-1.310232954346670198e+00,-2.189266719386293687e-04,1.460010533412406808e+01,1.025339389688910696e+00
1.181685104489302631e+02,2.541883844283280069e+00,-1.158461531804374687e+02,-1.310276623578404465e+00,-2.178830646218689597e-04,1.461414048993343329e+01,1.017116933298555015e+00
1.183684571671179668e+02,2.735083419211002731e+00,-1.157946549050316065e+02,-1.310320084284053221e+00,-2.168429942045609852e-04,1.462804978953668211e+01,1.008960414869641165e+00
1.185684038853056705e+02,2.928287957191746838e+00,-1.157431642785932127e+02,-1.310363338210486450e+00,-2.158085559006560513e-04,1.464183449205164145e+01,1.000869305629017880e+00
1.187683506034933600e+02,3.121493412082185337e+00,-1.156916823367285332e+02,-1.310406385271640106e+00,-2.147780595738980837e-04,1.465549584144541306e+01,9.928430810436148501e-01
1.189682973216810637e+02,3.314699395285703343e+00,-1.156402091401416783e+02,-1.310449226439295511e+00,-2.137514529063345135e-04,1.466903506676849744e+01,9.848812207871162627e-01
1.191682440398687675e+02,3.507910845549194079e+00,-1.155887433307341325e+02,-1.310491863665506740e+00,-2.127308739021835328e-04,1.468245338238422626e+01,9.769832087055563274e-01
1.193681907580564570e+02,3.701122871758557142e+00,-1.155372861692152213e+02,-1.310534296747022154e+00,-2.117145894627130154e-04,1.469575198819360651e+01,9.691485327841304898e-01
1.195681374762441607e+02,3.894335244222363546e+00,-1.154858376744770112e+02,-1.310576526816451093e+00,-2.107026424215093028e-04,1.470893206985570245e+01,9.613766851143682457e-01
1.197680841944318644e+02,4.087553436688155628e+00,-1.154343963472619095e+02,-1.310618556012977276e+00,-2.096974071067975274e-04,1.472199479900367081e+01,9.536671618604227740e-01
1.199680309126195539e+02,4.280771930291628280e+00,-1.153829636153825930e+02,-1.310660384091783648e+00,-2.086965604471269079e-04,1.473494133345653623e+01,9.460194632271774484e-01
1.201679776308072576e+02,4.473990608565620697e+00,-1.153315394681799262e+02,-1.310702012246043102e+00,-2.077002071929579744e-04,1.474777281742683321e+01,9.384330934271335467e-01
